# MEAN_SAMPLE_SIZE = 2613
# TOTAL_GENES = 14594
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Small_Intestine.Epithelium_o...5      COVAR   14594     0.057244    0.0061141     0.088495      0.25887 Small_Intestine.Epithelium_of_small_intestinal_villi_mt.Nd1_high
Small_Intestine.Epithelium_o...4      COVAR   14594    0.0065422   0.00077097     0.084505      0.46915 Small_Intestine.Epithelium_of_small_intestinal_villi_S100g_high
Small_Intestine.Erythroblast          COVAR   14594    -0.034405    -0.004186     0.082032      0.66254 Small_Intestine.Erythroblast
Small_Intestine.Macrophage_A...       COVAR   14594      0.22606     0.022896      0.13039     0.041497 Small_Intestine.Macrophage_Apoe_high
Small_Intestine.Macrophage_C...       COVAR   14594     0.052624    0.0078663     0.065401      0.21052 Small_Intestine.Macrophage_Cxcl2_high
Small_Intestine.Macrophage_G...       COVAR   14594       0.0979      0.01301     0.093031      0.14633 Small_Intestine.Macrophage_G0s2_high
Small_Intestine.Mast_cell             COVAR   14594     0.010956    0.0017961     0.061194      0.42896 Small_Intestine.Mast_cell
Small_Intestine.Paneth_cell           COVAR   14594   -0.0056573  -0.00080995       0.1095       0.5206 Small_Intestine.Paneth_cell
Small_Intestine.S_cell_Chgb_...       COVAR   14594     0.056387     0.011944     0.058777       0.1687 Small_Intestine.S_cell_Chgb_high
Small_Intestine.S_cell_Gip_h...       COVAR   14594    -0.053764   -0.0090493     0.071029      0.77545 Small_Intestine.S_cell_Gip_high
Small_Intestine.Stromal_cell...1      COVAR   14594   -0.0043341  -0.00082873     0.068312      0.52529 Small_Intestine.Stromal_cell_Adamdec1_high
Small_Intestine.Stromal_cell...2      COVAR   14594     -0.10968    -0.022748     0.063309      0.95839 Small_Intestine.Stromal_cell_Dcn_high
Small_Intestine.T_cell_Ccl5_...       COVAR   14594      0.10521    0.0096076      0.16855      0.26624 Small_Intestine.T_cell_Ccl5_high
Small_Intestine.T_cell_Cd7_h...       COVAR   14594     0.082322    0.0097479      0.14171      0.28065 Small_Intestine.T_cell_Cd7_high
Small_Intestine.T_cell_Icos_...       COVAR   14594     0.017909    0.0022369      0.13312      0.44649 Small_Intestine.T_cell_Icos_high
Small_Intestine.T_cell_Ms4a4...       COVAR   14594    0.0077901    0.0010764     0.097841      0.46827 Small_Intestine.T_cell_Ms4a4b_high
Spleen.Dendritic_cell_S100a4...       COVAR   14594     0.087418    0.0090126      0.15088      0.28117 Spleen.Dendritic_cell_S100a4_high
Spleen.Dendritic_cell_Siglec...       COVAR   14594     0.036283    0.0042564      0.11407      0.37522 Spleen.Dendritic_cell_Siglech_high
Spleen.Erythroblast                   COVAR   14594     0.028093     0.011456     0.034863      0.21018 Spleen.Erythroblast
Spleen.Granulocyte                    COVAR   14594     0.041359    0.0040887      0.12341      0.36877 Spleen.Granulocyte
Spleen.Macrophage                     COVAR   14594       0.1562     0.019767      0.10479     0.068053 Spleen.Macrophage
Spleen.Marginal_zone_B_cell           COVAR   14594       0.1059    0.0099707      0.16889      0.26533 Spleen.Marginal_zone_B_cell
Spleen.Monocyte                       COVAR   14594      0.23249     0.026016      0.14034     0.048809 Spleen.Monocyte
Spleen.Neutrophil                     COVAR   14594    0.0040774   0.00070041     0.072658      0.47762 Spleen.Neutrophil
Spleen.NK_cell                        COVAR   14594      0.13998     0.012137      0.16645      0.20019 Spleen.NK_cell
Spleen.Plasma_cell                    COVAR   14594     0.016769    0.0025424     0.095976      0.43065 Spleen.Plasma_cell
Spleen.T_cell                         COVAR   14594    -0.023363   -0.0021302       0.1761      0.55277 Spleen.T_cell
Stomach.Antral_mucous_cell_           COVAR   14594    -0.081108    -0.014268     0.095125      0.80306 Stomach.Antral_mucous_cell_
Stomach.Dendritic_cell                COVAR   14594     0.047316     0.010154      0.06666      0.23892 Stomach.Dendritic_cell
Stomach.Dividing_cell                 COVAR   14594    0.0073175    0.0017018     0.071955       0.4595 Stomach.Dividing_cell
Stomach.Epithelial_cell_Gkn3...       COVAR   14594    -0.026425   -0.0050573     0.083959      0.62352 Stomach.Epithelial_cell_Gkn3_high
Stomach.Epithelial_cell_Krt2...       COVAR   14594     0.029222      0.00642     0.067872       0.3334 Stomach.Epithelial_cell_Krt20_high
Stomach.Epithelial_cell_Pla2...       COVAR   14594   -0.0086071   -0.0015048     0.064525      0.55306 Stomach.Epithelial_cell_Pla2g1b_high
Stomach.G_cell                        COVAR   14594     -0.10832    -0.012744      0.12259      0.81152 Stomach.G_cell
Stomach.Gastric_mucosal_cell          COVAR   14594    -0.031543   -0.0057838     0.081986      0.64978 Stomach.Gastric_mucosal_cell
Stomach.Macrophage                    COVAR   14594     0.069191    0.0086463     0.099783      0.24403 Stomach.Macrophage
Stomach.Muscle_cell                   COVAR   14594    -0.058284   -0.0075398      0.10475      0.71104 Stomach.Muscle_cell
Stomach.Parietal_cell_                COVAR   14594     0.064561     0.017407     0.053552        0.114 Stomach.Parietal_cell_
Stomach.Pit_cell_Gm26917_high         COVAR   14594     0.085049     0.014512     0.079825      0.14335 Stomach.Pit_cell_Gm26917_high
Stomach.Pit_cell_Ifrd1_high           COVAR   14594  -0.00086533  -0.00018888     0.070694      0.50488 Stomach.Pit_cell_Ifrd1_high
Stomach.Stomach_cell_Gkn2_hi...       COVAR   14594      0.02137    0.0034354      0.09363      0.40973 Stomach.Stomach_cell_Gkn2_high
Stomach.Stomach_cell_Mt2_high         COVAR   14594    0.0036446   0.00078253     0.074035      0.48037 Stomach.Stomach_cell_Mt2_high
Stomach.Stomach_cell_Muc5ac_...       COVAR   14594     0.042668    0.0082632     0.075377      0.28568 Stomach.Stomach_cell_Muc5ac_high
Stomach.Tuft_cell                     COVAR   14594    -0.052048     -0.01119     0.067166       0.7808 Stomach.Tuft_cell
Testis.Elongating_spermatid           COVAR   14594    -0.063959   -0.0069885      0.08914      0.76347 Testis.Elongating_spermatid
Testis.Erythroblast_Hbb.bs_h...       COVAR   14594    -0.057596   -0.0060214     0.086858      0.74637 Testis.Erythroblast_Hbb.bs_high
Testis.Leydig_cell                    COVAR   14594    -0.045488    -0.005612     0.087272      0.69889 Testis.Leydig_cell
Testis.Macrophage_Lyz2_high           COVAR   14594     0.028269    0.0036201     0.080676      0.36302 Testis.Macrophage_Lyz2_high
Testis.Pre.Sertoli_cell_Cst9...       COVAR   14594    -0.070733   -0.0079906     0.085643      0.79556 Testis.Pre.Sertoli_cell_Cst9_high
Testis.Pre.Sertoli_cell_Ctsl...       COVAR   14594    -0.012329   -0.0018429     0.063529      0.57694 Testis.Pre.Sertoli_cell_Ctsl_high
Testis.Preleptotene_spermato...       COVAR   14594    -0.044136   -0.0057643     0.078494      0.71304 Testis.Preleptotene_spermatogonia
Testis.Sertoli_cell                   COVAR   14594     -0.10629    -0.013758     0.083052      0.89968 Testis.Sertoli_cell
Testis.Spermatids_1700016P04...       COVAR   14594    -0.047174   -0.0049153     0.092526      0.69492 Testis.Spermatids_1700016P04Rik_high
Testis.Spermatids_Cst13_high          COVAR   14594    -0.024821   -0.0044948     0.051574      0.68483 Testis.Spermatids_Cst13_high
Testis.Spermatids_Hmgb4_high          COVAR   14594    0.0053529   0.00093657     0.051616       0.4587 Testis.Spermatids_Hmgb4_high
Testis.Spermatids_Tnp1_high           COVAR   14594    -0.022427   -0.0031474     0.066808      0.63144 Testis.Spermatids_Tnp1_high
Testis.Spermatocyte_1700001F...       COVAR   14594    -0.033303    -0.010146     0.031018      0.85851 Testis.Spermatocyte_1700001F09Rik_high
Testis.Spermatocyte_Cabs1_hi...       COVAR   14594    -0.039374   -0.0052122     0.070022      0.71304 Testis.Spermatocyte_Cabs1_high
Testis.Spermatocyte_Calm2_hi...       COVAR   14594    -0.035067   -0.0056815     0.062655      0.71215 Testis.Spermatocyte_Calm2_high
Testis.Spermatocyte_Mesp1_hi...       COVAR   14594    -0.078516    -0.010537     0.072905      0.85924 Testis.Spermatocyte_Mesp1_high
Testis.Spermatocyte_Slc2a3_h...       COVAR   14594    -0.024112   -0.0063741     0.035984      0.74859 Testis.Spermatocyte_Slc2a3_high
Testis.Spermatogonia_1700001...       COVAR   14594    -0.037642   -0.0052651     0.067995      0.71007 Testis.Spermatogonia_1700001P01Rik_high
Testis.Spermatogonia_Tbc1d23...       COVAR   14594    -0.027832    -0.008745     0.029216       0.8296 Testis.Spermatogonia_Tbc1d23_high
Thymus.abT_cell                       COVAR   14594     -0.18767    -0.017479       0.1554       0.8864 Thymus.abT_cell
Thymus.B_cell                         COVAR   14594    -0.089852   -0.0093245      0.14425      0.73332 Thymus.B_cell
Thymus.DPT_cell                       COVAR   14594      -0.1218     -0.01088      0.15734      0.78056 Thymus.DPT_cell
Thymus.gdT_cell_                      COVAR   14594     -0.18414     -0.02229       0.1137      0.94733 Thymus.gdT_cell_
Thymus.Pre_T_cell                     COVAR   14594    -0.029997   -0.0062369      0.05807      0.69726 Thymus.Pre_T_cell
Thymus.Proliferating_thymocy...       COVAR   14594     -0.01714   -0.0022726      0.10033      0.56782 Thymus.Proliferating_thymocyte
Thymus.T_cell_Id2_high                COVAR   14594    -0.096879    -0.014455     0.087859       0.8649 Thymus.T_cell_Id2_high
Thymus.T_cell_Ms4a4b_high             COVAR   14594      -0.1069    -0.011446      0.14152      0.77499 Thymus.T_cell_Ms4a4b_high
Uterus.B_cell                         COVAR   14594     -0.13084    -0.024162     0.069259      0.97055 Uterus.B_cell
Uterus.Dendritic_cell                 COVAR   14594      0.10679     0.010235      0.17119      0.26637 Uterus.Dendritic_cell
Uterus.Endothelial_cell_Cldn...       COVAR   14594    -0.086565    -0.010972      0.10107      0.80413 Uterus.Endothelial_cell_Cldn5_high
Uterus.Endothelial_cell_Tm4s...       COVAR   14594     -0.11122    -0.011885      0.13927      0.78773 Uterus.Endothelial_cell_Tm4sf1_high
Uterus.Glandular_epithelium_...1      COVAR   14594     0.072703     0.010768      0.11411      0.26202 Uterus.Glandular_epithelium_Ltf_high
Uterus.Glandular_epithelium_...2      COVAR   14594     0.042037    0.0098276     0.076713      0.29186 Uterus.Glandular_epithelium_Sprr2f_high
Uterus.Granulocyte                    COVAR   14594     -0.18841    -0.020059      0.13119      0.92451 Uterus.Granulocyte
Uterus.Keratinocyte                   COVAR   14594     -0.11918    -0.015952     0.097343      0.88959 Uterus.Keratinocyte
Uterus.Macrophage                     COVAR   14594      0.35232     0.042419      0.14066     0.006131 Uterus.Macrophage
Uterus.Monocyte                       COVAR   14594   -0.0048248   -0.0005389      0.13649       0.5141 Uterus.Monocyte
Uterus.Muscle_cell_Mgp_high           COVAR   14594    -0.088512   -0.0079959       0.1547      0.71639 Uterus.Muscle_cell_Mgp_high
Uterus.Muscle_cell_Pcp4_high          COVAR   14594    -0.041194   -0.0052645     0.093845      0.66965 Uterus.Muscle_cell_Pcp4_high
Uterus.NK_cell                        COVAR   14594     -0.13608      -0.0155      0.14225      0.83062 Uterus.NK_cell
Uterus.Smooth_muscle_cell_Rg...       COVAR   14594     0.055307    0.0054984      0.11133      0.30967 Uterus.Smooth_muscle_cell_Rgs5_high
Uterus.Stromal_cell_Ccl11_hi...       COVAR   14594     -0.08226    -0.014903     0.079177      0.85057 Uterus.Stromal_cell_Ccl11_high
Uterus.Stromal_cell_Cxcl14_h...       COVAR   14594     -0.18945    -0.017207      0.16848      0.86959 Uterus.Stromal_cell_Cxcl14_high
Uterus.Stromal_cell_Gm23935_...       COVAR   14594     -0.21909    -0.027696      0.11517      0.97143 Uterus.Stromal_cell_Gm23935_high
Uterus.Stromal_cell_Has1_high         COVAR   14594    -0.091668    -0.017588     0.076952      0.88321 Uterus.Stromal_cell_Has1_high
Uterus.Stromal_cell_Hsd11b2_...       COVAR   14594     -0.16392    -0.019006      0.12208      0.91031 Uterus.Stromal_cell_Hsd11b2_high
