# MEAN_SAMPLE_SIZE = 2613
# TOTAL_GENES = 14594
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Liver.Erythroblast_Hbb.bt_hi...       COVAR   14594    -0.017893   -0.0021836     0.087332      0.58117 Liver.Erythroblast_Hbb.bt_high
Liver.Granulocyte                     COVAR   14594     0.053356     0.005382      0.12581      0.33575 Liver.Granulocyte
Liver.Hepatocyte_Fabp1_high           COVAR   14594    -0.083618     -0.01096     0.091549      0.81947 Liver.Hepatocyte_Fabp1_high
Liver.Hepatocyte_mt.Nd4_high          COVAR   14594     0.032142    0.0064958     0.046501      0.24472 Liver.Hepatocyte_mt.Nd4_high
Liver.Kuppfer_cell                    COVAR   14594      0.22441     0.023862      0.11911     0.029791 Liver.Kuppfer_cell
Liver.Macrophage_Chil3_high           COVAR   14594      0.22695     0.022789      0.14193     0.054917 Liver.Macrophage_Chil3_high
Liver.Neutrophil_Ngp_high             COVAR   14594     0.050385    0.0061615     0.087578      0.28254 Liver.Neutrophil_Ngp_high
Liver.Pericentral                     COVAR   14594     -0.05365   -0.0068319       0.0935      0.71694 Liver.Pericentral
Liver.Periportal                      COVAR   14594    -0.013282   -0.0025065     0.055808      0.59405 Liver.Periportal
Liver.Stromal_cell                    COVAR   14594      0.19362     0.024714     0.089983     0.015717 Liver.Stromal_cell
Liver.T_cell_Gzma_high                COVAR   14594     0.091971    0.0093989      0.12492       0.2308 Liver.T_cell_Gzma_high
Liver.T_cell_Trbc2_high               COVAR   14594      0.12373     0.012082      0.15064      0.20573 Liver.T_cell_Trbc2_high
Lung.Alveolar_bipotent_proge...       COVAR   14594     0.048181    0.0071825     0.089593      0.29537 Lung.Alveolar_bipotent_progenitor
Lung.Alveolar_macrophage_Ear...       COVAR   14594      0.20602     0.022096      0.14493     0.077591 Lung.Alveolar_macrophage_Ear2_high
Lung.Alveolar_macrophage_Pcl...       COVAR   14594     0.063383    0.0082066      0.10677      0.27637 Lung.Alveolar_macrophage_Pclaf_high
Lung.AT1_Cell                         COVAR   14594     0.041887    0.0046183      0.11786      0.36115 Lung.AT1_Cell
Lung.AT2_Cell                         COVAR   14594      0.31519     0.035949       0.1348    0.0096949 Lung.AT2_Cell
Lung.B_Cell                           COVAR   14594     0.022615    0.0023341      0.14526      0.43814 Lung.B_Cell
Lung.Ciliated_cell                    COVAR   14594   -0.0054484  -0.00070126     0.099657       0.5218 Lung.Ciliated_cell
Lung.Clara_Cell                       COVAR   14594     -0.11747    -0.013935      0.12465      0.82701 Lung.Clara_Cell
Lung.Conventional_dendritic_...1      COVAR   14594      0.21335      0.01995       0.1469      0.07322 Lung.Conventional_dendritic_cell_Gngt2_high
Lung.Conventional_dendritic_...2      COVAR   14594     0.018381    0.0026257     0.080926      0.41016 Lung.Conventional_dendritic_cell_H2.M2_high
Lung.Conventional_dendritic_...3      COVAR   14594      0.12609     0.014903      0.11882      0.14431 Lung.Conventional_dendritic_cell_Mgl2_high
Lung.Conventional_dendritic_...4      COVAR   14594      0.19436     0.026525     0.097431     0.023042 Lung.Conventional_dendritic_cell_Tubb5_high
Lung.Dendritic_cell_Naaa_high         COVAR   14594      0.15409     0.017317      0.13506      0.12696 Lung.Dendritic_cell_Naaa_high
Lung.Dividing_cells                   COVAR   14594      0.22708     0.034563      0.10016     0.011695 Lung.Dividing_cells
Lung.Dividing_dendritic_cells         COVAR   14594     0.042898    0.0063422     0.094697      0.32528 Lung.Dividing_dendritic_cells
Lung.Dividing_T_cells                 COVAR   14594    -0.053325   -0.0077658      0.10505      0.69414 Lung.Dividing_T_cells
Lung.Endothelial_cell_Kdr_hi...       COVAR   14594     0.065909    0.0066718      0.11451      0.28245 Lung.Endothelial_cell_Kdr_high
Lung.Endothelial_cell_Tmem10...       COVAR   14594     0.017087    0.0017435      0.12782      0.44683 Lung.Endothelial_cell_Tmem100_high
Lung.Endothelial_cells_Vwf_h...       COVAR   14594    -0.028487   -0.0039548     0.094227      0.61879 Lung.Endothelial_cells_Vwf_high
Lung.Eosinophil_granulocyte           COVAR   14594     -0.05507   -0.0061696     0.094378      0.72022 Lung.Eosinophil_granulocyte
Lung.Ig.producing_B_cell              COVAR   14594     0.036685    0.0075152     0.046564       0.2154 Lung.Ig.producing_B_cell
Lung.Interstitial_macrophage          COVAR   14594      0.35631     0.036829      0.14529    0.0071004 Lung.Interstitial_macrophage
Lung.Monocyte_progenitor_cell         COVAR   14594     0.018346    0.0036737     0.070784      0.39775 Lung.Monocyte_progenitor_cell
Lung.Neutrophil_granulocyte           COVAR   14594     -0.11457    -0.014724     0.097377       0.8803 Lung.Neutrophil_granulocyte
Lung.NK_Cell                          COVAR   14594      0.11123    0.0097209        0.168      0.25396 Lung.NK_Cell
Lung.Nuocyte                          COVAR   14594    -0.092487   -0.0091029      0.13454      0.75409 Lung.Nuocyte
Lung.Plasmacytoid_dendritic_...       COVAR   14594      0.21013     0.020486      0.16001     0.094567 Lung.Plasmacytoid_dendritic_cell
Lung.Stromal_cell_Acta2_high          COVAR   14594     -0.10986    -0.011842      0.11674      0.82665 Lung.Stromal_cell_Acta2_high
Lung.Stromal_cell_Dcn_high            COVAR   14594       -0.188    -0.024397      0.10937      0.95717 Lung.Stromal_cell_Dcn_high
Lung.Stromal_cell_Inmt_high           COVAR   14594     -0.10398    -0.012344      0.11721      0.81248 Lung.Stromal_cell_Inmt_high
Lung.T_Cell_Cd8b1_high                COVAR   14594    -0.085576   -0.0076033      0.15346      0.71145 Lung.T_Cell_Cd8b1_high
Mammary_Gland.Adiocyte_cell           COVAR   14594      0.10113     0.005342       0.2382      0.33558 Mammary_Gland.Adiocyte_cell
Mammary_Gland.B_cell_Cd79a_h...       COVAR   14594     0.039726     0.004004      0.12557      0.37586 Mammary_Gland.B_cell_Cd79a_high
Mammary_Gland.B_cell_Cd79a.F...       COVAR   14594     -0.14641    -0.014947      0.13946       0.8531 Mammary_Gland.B_cell_Cd79a.Fcer2a_high
Mammary_Gland.B_cell_Cd79a.I...       COVAR   14594      0.12778     0.011914      0.15729      0.20829 Mammary_Gland.B_cell_Cd79a.Iglc2_high
Mammary_Gland.B_cell_Igkv6.1...       COVAR   14594      0.13867    0.0091051      0.17439      0.21327 Mammary_Gland.B_cell_Igkv6.15_high
Mammary_Gland.B_cell_Igkv6.2...       COVAR   14594    -0.040737   -0.0030662      0.13909       0.6152 Mammary_Gland.B_cell_Igkv6.23_high
Mammary_Gland.B_cell_Jchain_...       COVAR   14594     -0.28588    -0.017349      0.24557      0.87781 Mammary_Gland.B_cell_Jchain_high
Mammary_Gland.B_cell_Ly6d_hi...       COVAR   14594     -0.10451    -0.011078      0.17055      0.72999 Mammary_Gland.B_cell_Ly6d_high
Mammary_Gland.Dendritic_cell          COVAR   14594      0.13496    0.0084301      0.18399      0.23163 Mammary_Gland.Dendritic_cell
Mammary_Gland.Dendritic_cell...1      COVAR   14594      0.17846     0.021346      0.10574      0.04574 Mammary_Gland.Dendritic_cell_Ccl22_high
Mammary_Gland.Dendritic_cell...2      COVAR   14594     0.075525     0.012437     0.092095      0.20609 Mammary_Gland.Dendritic_cell_Cd209a_high
Mammary_Gland.Dendritic_cell...3      COVAR   14594      0.19337     0.024955      0.13365     0.073987 Mammary_Gland.Dendritic_cell_Cst3_high
Mammary_Gland.Dendritic_cell...4      COVAR   14594     0.099102     0.013185       0.1122      0.18856 Mammary_Gland.Dendritic_cell_Fscn1_high
Mammary_Gland.Dendritic_cell...5      COVAR   14594      0.11174     0.014058     0.095454       0.1209 Mammary_Gland.Dendritic_cell_Il1b_high
Mammary_Gland.Dendritic_cell...6      COVAR   14594    -0.094468   -0.0095147      0.13517      0.75768 Mammary_Gland.Dendritic_cell_Siglech_high
Mammary_Gland.Dividing_cell           COVAR   14594    0.0026168   0.00041141      0.11715      0.49109 Mammary_Gland.Dividing_cell
Mammary_Gland.Ductal_luminal...       COVAR   14594     -0.18542    -0.015809      0.24521      0.77522 Mammary_Gland.Ductal_luminal_cell
Mammary_Gland.Endothelial_ce...1      COVAR   14594     -0.14202    -0.019646     0.093156       0.9363 Mammary_Gland.Endothelial_cell
Mammary_Gland.Endothelial_ce...2      COVAR   14594    -0.022843   -0.0027564      0.10911      0.58292 Mammary_Gland.Endothelial_cell_Aqp1_high
Mammary_Gland.Endothelial_ce...4      COVAR   14594     0.092031    0.0094752      0.13386      0.24588 Mammary_Gland.Endothelial_cell_Fabp4_high
Mammary_Gland.Endothelial_ce...3      COVAR   14594    -0.091751    -0.012809     0.086063       0.8568 Mammary_Gland.Endothelial_cell_Fabp4.Aqp1_high
Mammary_Gland.Endothelial_ce...5      COVAR   14594     -0.17086    -0.019285      0.10942      0.94078 Mammary_Gland.Endothelial_cell_Glycam1_high
Mammary_Gland.Luminal_cell            COVAR   14594    -0.012533   -0.0016285      0.13464      0.53708 Mammary_Gland.Luminal_cell
Mammary_Gland.Luminal_cell_K...       COVAR   14594     0.094687     0.015223      0.11341      0.20189 Mammary_Gland.Luminal_cell_Krt19_high
Mammary_Gland.Luminal_progen...       COVAR   14594     0.058954    0.0090782       0.1065      0.28995 Mammary_Gland.Luminal_progenitor
Mammary_Gland.Macrophage              COVAR   14594      0.16534     0.036355     0.081359     0.021077 Mammary_Gland.Macrophage
Mammary_Gland.Macrophage_Apo...       COVAR   14594      0.21141       0.0242      0.11747     0.035964 Mammary_Gland.Macrophage_Apoe_high
Mammary_Gland.Macrophage_C1q...1      COVAR   14594      0.18285     0.012253      0.16126      0.12843 Mammary_Gland.Macrophage_C1qb_high
Mammary_Gland.Macrophage_C1q...2      COVAR   14594      0.19759     0.023596      0.12954      0.06359 Mammary_Gland.Macrophage_C1qc_high
Mammary_Gland.Macrophage_Cd7...       COVAR   14594      0.19821    0.0096192      0.30484      0.25778 Mammary_Gland.Macrophage_Cd74_high
Mammary_Gland.Macrophage_Lyz...       COVAR   14594      0.14474     0.017911      0.14293      0.15561 Mammary_Gland.Macrophage_Lyz1_high
Mammary_Gland.Macrophage_Pf4...       COVAR   14594       0.1822     0.018278      0.13936     0.095547 Mammary_Gland.Macrophage_Pf4_high
Mammary_Gland.Macrophage_Plb...       COVAR   14594      0.23006      0.02843      0.12453     0.032352 Mammary_Gland.Macrophage_Plbd1_high
Mammary_Gland.Macrophage_Ret...       COVAR   14594      0.28495      0.03317       0.1394     0.020481 Mammary_Gland.Macrophage_Retnla_high
Mammary_Gland.Mast_cell               COVAR   14594   -0.0024233  -0.00027535     0.096922      0.50997 Mammary_Gland.Mast_cell
Mammary_Gland.Muscel_cell             COVAR   14594      0.25412     0.017469      0.15394     0.049408 Mammary_Gland.Muscel_cell
Mammary_Gland.Muscle__cell            COVAR   14594      0.14811    0.0098745      0.17763      0.20221 Mammary_Gland.Muscle__cell
Mammary_Gland.Muscle_cell             COVAR   14594      0.15778    0.0088095      0.21302      0.22945 Mammary_Gland.Muscle_cell
Mammary_Gland.Muscle_cell_In...       COVAR   14594       -0.189    -0.020191      0.12007      0.94225 Mammary_Gland.Muscle_cell_Inmt_high
Mammary_Gland.Muscle_cell_Pi...       COVAR   14594     -0.20483    -0.023098      0.12462      0.94986 Mammary_Gland.Muscle_cell_Pi16_high
Mammary_Gland.Myeloid_leukoc...       COVAR   14594     0.053184    0.0087788     0.096033      0.28986 Mammary_Gland.Myeloid_leukocyte
