# MEAN_SAMPLE_SIZE = 2613
# TOTAL_GENES = 14594
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Small_Intestine.Mast_cell             COVAR   14594     0.012677    0.0020781     0.061138      0.41787 Small_Intestine.Mast_cell
Small_Intestine.Paneth_cell           COVAR   14594    0.0022177   0.00031751      0.10731      0.49176 Small_Intestine.Paneth_cell
Small_Intestine.S_cell_Chgb_...       COVAR   14594     0.058446      0.01238     0.058418      0.15855 Small_Intestine.S_cell_Chgb_high
Small_Intestine.S_cell_Gip_h...       COVAR   14594    -0.051376   -0.0086472     0.071416      0.76404 Small_Intestine.S_cell_Gip_high
Small_Intestine.Stromal_cell...1      COVAR   14594   -0.0011068  -0.00021163     0.068662      0.50643 Small_Intestine.Stromal_cell_Adamdec1_high
Small_Intestine.Stromal_cell...2      COVAR   14594     -0.10707    -0.022206     0.063423       0.9543 Small_Intestine.Stromal_cell_Dcn_high
Small_Intestine.T_cell_Ccl5_...       COVAR   14594      0.11295     0.010314      0.16552      0.24751 Small_Intestine.T_cell_Ccl5_high
Small_Intestine.T_cell_Cd7_h...       COVAR   14594     0.090719     0.010742      0.13985      0.25827 Small_Intestine.T_cell_Cd7_high
Small_Intestine.T_cell_Icos_...       COVAR   14594     0.027418    0.0034246      0.13254      0.41806 Small_Intestine.T_cell_Icos_high
Small_Intestine.T_cell_Ms4a4...       COVAR   14594     0.013037    0.0018013     0.097407      0.44677 Small_Intestine.T_cell_Ms4a4b_high
Spleen.Dendritic_cell_S100a4...       COVAR   14594     0.093727    0.0096631      0.14716      0.26211 Spleen.Dendritic_cell_S100a4_high
Spleen.Dendritic_cell_Siglec...       COVAR   14594      0.04145    0.0048626       0.1118      0.35542 Spleen.Dendritic_cell_Siglech_high
Spleen.Erythroblast                   COVAR   14594     0.032148      0.01311     0.036304      0.18794 Spleen.Erythroblast
Spleen.Granulocyte                    COVAR   14594     0.045967    0.0045443       0.1208      0.35178 Spleen.Granulocyte
Spleen.Macrophage                     COVAR   14594      0.15566     0.019698      0.10261     0.064643 Spleen.Macrophage
Spleen.Marginal_zone_B_cell           COVAR   14594      0.11455     0.010786      0.16616      0.24529 Spleen.Marginal_zone_B_cell
Spleen.Monocyte                       COVAR   14594      0.22533     0.025214        0.135     0.047559 Spleen.Monocyte
Spleen.Neutrophil                     COVAR   14594     0.007634    0.0013114     0.071462      0.45746 Spleen.Neutrophil
Spleen.NK_cell                        COVAR   14594      0.14509      0.01258      0.16327      0.18711 Spleen.NK_cell
Spleen.Plasma_cell                    COVAR   14594     0.022456    0.0034046     0.094355      0.40595 Spleen.Plasma_cell
Spleen.T_cell                         COVAR   14594    -0.010249  -0.00093453      0.17379      0.52351 Spleen.T_cell
Stomach.Antral_mucous_cell            COVAR   14594    -0.073479    -0.012926     0.094753      0.78096 Stomach.Antral_mucous_cell
Stomach.Dendritic_cell                COVAR   14594     0.049946     0.010718     0.065642      0.22337 Stomach.Dendritic_cell
Stomach.Dividing_cell                 COVAR   14594      0.01259    0.0029279     0.072687      0.43125 Stomach.Dividing_cell
Stomach.Epithelial_cell_Gkn3...       COVAR   14594    -0.020657   -0.0039534      0.08396      0.59717 Stomach.Epithelial_cell_Gkn3_high
Stomach.Epithelial_cell_Krt2...       COVAR   14594     0.032375    0.0071127     0.066418      0.31298 Stomach.Epithelial_cell_Krt20_high
Stomach.Epithelial_cell_Pla2...       COVAR   14594   -0.0059237   -0.0010357     0.064207      0.53675 Stomach.Epithelial_cell_Pla2g1b_high
Stomach.G_cell                        COVAR   14594     -0.10046    -0.011819      0.12224       0.7944 Stomach.G_cell
Stomach.Gastric_mucosal_cell          COVAR   14594    -0.026306   -0.0048234     0.081845      0.62605 Stomach.Gastric_mucosal_cell
Stomach.Macrophage                    COVAR   14594     0.073658    0.0092045      0.09961      0.22982 Stomach.Macrophage
Stomach.Muscle_cell                   COVAR   14594     -0.05342   -0.0069105      0.10508      0.69439 Stomach.Muscle_cell
Stomach.Parietal_cell                 COVAR   14594     0.066977     0.018058     0.053219      0.10412 Stomach.Parietal_cell
Stomach.Pit_cell_Gm26917_high         COVAR   14594      0.08719     0.014877      0.07872      0.13403 Stomach.Pit_cell_Gm26917_high
Stomach.Pit_cell_Ifrd1_high           COVAR   14594    0.0039572   0.00086376     0.069005      0.47714 Stomach.Pit_cell_Ifrd1_high
Stomach.Stomach_cell_Gkn2_hi...       COVAR   14594     0.026796    0.0043077     0.092131      0.38559 Stomach.Stomach_cell_Gkn2_high
Stomach.Stomach_cell_Mt2_high         COVAR   14594    0.0086663    0.0018607     0.073122      0.45283 Stomach.Stomach_cell_Mt2_high
Stomach.Stomach_cell_Muc5ac_...       COVAR   14594     0.045604    0.0088318     0.073749      0.26817 Stomach.Stomach_cell_Muc5ac_high
Stomach.Tuft_cell                     COVAR   14594    -0.046742    -0.010049     0.066373      0.75935 Stomach.Tuft_cell
Testis.Elongating_spermatid           COVAR   14594     -0.06114   -0.0066803     0.088754      0.75454 Testis.Elongating_spermatid
Testis.Erythroblast_Hbb.bs_h...       COVAR   14594    -0.055854   -0.0058392      0.08666      0.74037 Testis.Erythroblast_Hbb.bs_high
Testis.Leydig_cell                    COVAR   14594    -0.041499   -0.0051198     0.086532      0.68423 Testis.Leydig_cell
Testis.Macrophage_Lyz2_high           COVAR   14594     0.030447    0.0038991     0.079896      0.35158 Testis.Macrophage_Lyz2_high
Testis.Pre.Sertoli_cell_Cst9...       COVAR   14594    -0.068077   -0.0076905     0.085305      0.78757 Testis.Pre.Sertoli_cell_Cst9_high
Testis.Pre.Sertoli_cell_Ctsl...       COVAR   14594    -0.010729   -0.0016037     0.063244      0.56735 Testis.Pre.Sertoli_cell_Ctsl_high
Testis.Preleptotene_spermato...       COVAR   14594    -0.041675   -0.0054429     0.078346      0.70261 Testis.Preleptotene_spermatogonia
Testis.Sertoli_cell                   COVAR   14594     -0.10248    -0.013264     0.082664      0.89245 Testis.Sertoli_cell
Testis.Spermatids_1700016P04...       COVAR   14594    -0.044397   -0.0046259      0.09207      0.68517 Testis.Spermatids_1700016P04Rik_high
Testis.Spermatids_Cst13_high          COVAR   14594    -0.023472   -0.0042506     0.051324      0.67628 Testis.Spermatids_Cst13_high
Testis.Spermatids_Hmgb4_high          COVAR   14594    0.0061864    0.0010824      0.05144      0.45214 Testis.Spermatids_Hmgb4_high
Testis.Spermatids_Tnp1_high           COVAR   14594    -0.020696   -0.0029046     0.066483      0.62221 Testis.Spermatids_Tnp1_high
Testis.Spermatocyte_1700001F...       COVAR   14594    -0.032449   -0.0098861     0.030924      0.85297 Testis.Spermatocyte_1700001F09Rik_high
Testis.Spermatocyte_Cabs1_hi...       COVAR   14594    -0.037463   -0.0049593     0.069702      0.70453 Testis.Spermatocyte_Cabs1_high
Testis.Spermatocyte_Calm2_hi...       COVAR   14594    -0.033286    -0.005393     0.062616      0.70249 Testis.Spermatocyte_Calm2_high
Testis.Spermatocyte_Mesp1_hi...       COVAR   14594    -0.076254    -0.010234     0.072706      0.85286 Testis.Spermatocyte_Mesp1_high
Testis.Spermatocyte_Slc2a3_h...       COVAR   14594    -0.023304   -0.0061606     0.035932      0.74169 Testis.Spermatocyte_Slc2a3_high
Testis.Spermatogonia_1700001...       COVAR   14594    -0.035654   -0.0049871     0.067657      0.70089 Testis.Spermatogonia_1700001P01Rik_high
Testis.Spermatogonia_Tbc1d23...       COVAR   14594    -0.027062   -0.0085031     0.029104      0.82376 Testis.Spermatogonia_Tbc1d23_high
Thymus.abT_cell                       COVAR   14594     -0.18446     -0.01718      0.15764      0.87902 Thymus.abT_cell
Thymus.B_cell                         COVAR   14594    -0.086842   -0.0090122      0.14837      0.72082 Thymus.B_cell
Thymus.DPT_cell                       COVAR   14594     -0.11612    -0.010372      0.15906       0.7673 Thymus.DPT_cell
Thymus.gdT_cell                       COVAR   14594      -0.1838    -0.022248      0.11537      0.94442 Thymus.gdT_cell
Thymus.Pre_T_cell                     COVAR   14594    -0.027622   -0.0057431     0.058164      0.68256 Thymus.Pre_T_cell
Thymus.Proliferating_thymocy...       COVAR   14594    -0.013249   -0.0017568      0.10245      0.55145 Thymus.Proliferating_thymocyte
Thymus.T_cell_Id2_high                COVAR   14594    -0.091428    -0.013642     0.087444      0.85211 Thymus.T_cell_Id2_high
Thymus.T_cell_Ms4a4b_high             COVAR   14594     -0.10027    -0.010735      0.14284      0.75863 Thymus.T_cell_Ms4a4b_high
Uterus.B_cell                         COVAR   14594     -0.12484    -0.023054     0.068598       0.9656 Uterus.B_cell
Uterus.Dendritic_cell                 COVAR   14594      0.11522     0.011043      0.16797      0.24637 Uterus.Dendritic_cell
Uterus.Endothelial_cell_Cldn...       COVAR   14594    -0.084746    -0.010741      0.10253      0.79575 Uterus.Endothelial_cell_Cldn5_high
Uterus.Endothelial_cell_Tm4s...       COVAR   14594     -0.10644    -0.011374      0.14118      0.77455 Uterus.Endothelial_cell_Tm4sf1_high
Uterus.Glandular_epithelium_...1      COVAR   14594     0.088346     0.013085      0.12007      0.23093 Uterus.Glandular_epithelium_Ltf_high
Uterus.Glandular_epithelium_...2      COVAR   14594     0.050083     0.011709     0.078579      0.26195 Uterus.Glandular_epithelium_Sprr2f_high
Uterus.Granulocyte                    COVAR   14594     -0.18543    -0.019742      0.13251      0.91914 Uterus.Granulocyte
Uterus.Keratinocyte                   COVAR   14594     -0.11721    -0.015688     0.098338      0.88335 Uterus.Keratinocyte
Uterus.Macrophage                     COVAR   14594      0.35339     0.042547      0.13878    0.0054484 Uterus.Macrophage
Uterus.Monocyte                       COVAR   14594    0.0041891   0.00046789      0.13451      0.48758 Uterus.Monocyte
Uterus.Muscle_cell_Mgp_high           COVAR   14594    -0.086445   -0.0078091      0.15915      0.70649 Uterus.Muscle_cell_Mgp_high
Uterus.Muscle_cell_Pcp4_high          COVAR   14594    -0.040205    -0.005138     0.096116      0.66213 Uterus.Muscle_cell_Pcp4_high
Uterus.NK_cell                        COVAR   14594     -0.12356    -0.014073      0.14092      0.80968 Uterus.NK_cell
Uterus.Smooth_muscle_cell_Rg...       COVAR   14594     0.059671    0.0059322      0.11227      0.29754 Uterus.Smooth_muscle_cell_Rgs5_high
Uterus.Stromal_cell_Ccl11_hi...       COVAR   14594    -0.080996    -0.014674     0.080536      0.84271 Uterus.Stromal_cell_Ccl11_high
Uterus.Stromal_cell_Cxcl14_h...       COVAR   14594     -0.19972    -0.018141      0.17691      0.87053 Uterus.Stromal_cell_Cxcl14_high
Uterus.Stromal_cell_Gm23935_...       COVAR   14594     -0.22152    -0.028003      0.11741      0.97039 Uterus.Stromal_cell_Gm23935_high
Uterus.Stromal_cell_Has1_high         COVAR   14594    -0.092678    -0.017781     0.079042      0.87949 Uterus.Stromal_cell_Has1_high
Uterus.Stromal_cell_Hsd11b2_...       COVAR   14594     -0.16291    -0.018889      0.12403      0.90549 Uterus.Stromal_cell_Hsd11b2_high
Embryonic_Mesenchyme.Dendrit...       COVAR   14594      0.11611     0.015463      0.15089      0.22081 Embryonic_Mesenchyme.Dendritic_Cell
Embryonic_Mesenchyme.Endothe...       COVAR   14594     -0.04871   -0.0064995       0.0956       0.6948 Embryonic_Mesenchyme.Endothelial_Cell
Embryonic_Mesenchyme.Erythro...1      COVAR   14594     0.070749     0.010438     0.098072      0.23534 Embryonic_Mesenchyme.Erythroblast_Hbb.bs_high
Embryonic_Mesenchyme.Erythro...2      COVAR   14594    -0.054976    -0.011588      0.06797      0.79068 Embryonic_Mesenchyme.Erythroblast_Mt2_high
Embryonic_Mesenchyme.Erythro...3      COVAR   14594    -0.098458    -0.011952      0.10899      0.81683 Embryonic_Mesenchyme.Erythroid_Cell
Embryonic_Mesenchyme.Ganglio...1      COVAR   14594     0.097871     0.011484       0.1177      0.20284 Embryonic_Mesenchyme.Ganglion_cell_Cartpt_high
Embryonic_Mesenchyme.Ganglio...2      COVAR   14594      0.16008     0.020262      0.10288     0.059867 Embryonic_Mesenchyme.Ganglion_cell_Gal_high
Embryonic_Mesenchyme.Ganglio...3      COVAR   14594     0.072268    0.0069653      0.13898      0.30154 Embryonic_Mesenchyme.Ganglion_cell_Mapt_high
Embryonic_Mesenchyme.Lymphoi...       COVAR   14594     -0.15091    -0.021775      0.11906       0.8975 Embryonic_Mesenchyme.Lymphoid_progenitor_cell
Embryonic_Mesenchyme.Macroph...       COVAR   14594      0.34532     0.041741      0.16245     0.016771 Embryonic_Mesenchyme.Macrophage
Embryonic_Mesenchyme.Muscle           COVAR   14594     -0.10115    -0.012823      0.13026      0.78127 Embryonic_Mesenchyme.Muscle
Embryonic_Mesenchyme.Neuron_...1      COVAR   14594    0.0094675   0.00082913      0.16378      0.47695 Embryonic_Mesenchyme.Neuron_Igfbpl1_high
Embryonic_Mesenchyme.Neuron_...2      COVAR   14594     0.094389     0.010459      0.12681      0.22834 Embryonic_Mesenchyme.Neuron_Isl1_high
Embryonic_Mesenchyme.Neuron_...3      COVAR   14594     0.021733    0.0022609      0.13113      0.43418 Embryonic_Mesenchyme.Neuron_Npy_high
Embryonic_Mesenchyme.Neurona...       COVAR   14594    -0.022021   -0.0022346      0.11237      0.57768 Embryonic_Mesenchyme.Neuronal_Progenitors
Embryonic_Mesenchyme.Neutrop...       COVAR   14594    0.0083914    0.0017347     0.055006      0.43938 Embryonic_Mesenchyme.Neutrophil
Embryonic_Mesenchyme.Progeni...       COVAR   14594  -0.00048577  -7.3113e-05      0.09437      0.50205 Embryonic_Mesenchyme.Progenitor_cell_Ptprcap_high
Embryonic_Mesenchyme.Reprodu...       COVAR   14594     0.016848    0.0018766      0.13056      0.44866 Embryonic_Mesenchyme.Reproductive_tissues
Embryonic_Mesenchyme.Skeleta...       COVAR   14594      0.12883      0.01516      0.11939       0.1403 Embryonic_Mesenchyme.Skeletal_Muscle
Embryonic_Mesenchyme.Stromal...2      COVAR   14594     -0.15729    -0.016693      0.11835      0.90808 Embryonic_Mesenchyme.Stromal_Cell_Cldn11_high
Embryonic_Mesenchyme.Stromal...1      COVAR   14594     -0.20869    -0.020006      0.17867      0.87859 Embryonic_Mesenchyme.Stromal_Cell_Agtr2_high
Embryonic_Mesenchyme.Stromal...3      COVAR   14594     -0.23323    -0.026273      0.14373      0.94766 Embryonic_Mesenchyme.Stromal_Cell_Cnmd_high
Embryonic_Mesenchyme.Stromal...6      COVAR   14594    -0.098493   -0.0089237      0.19953      0.68921 Embryonic_Mesenchyme.Stromal_cell_Cxcl12_high
Embryonic_Mesenchyme.Stromal...4      COVAR   14594     -0.14817    -0.016242      0.15765      0.82633 Embryonic_Mesenchyme.Stromal_Cell_Cxcl14_high
Embryonic_Mesenchyme.Stromal...5      COVAR   14594     -0.12013    -0.013612      0.14869      0.79043 Embryonic_Mesenchyme.Stromal_Cell_fabp7_high
Fetal_Brain.Dopaminergic_neu...       COVAR   14594     0.094461    0.0094999       0.1242      0.22346 Fetal_Brain.Dopaminergic_neurons
Fetal_Brain.Ependymal_cell            COVAR   14594     -0.16179    -0.017352      0.12878       0.8955 Fetal_Brain.Ependymal_cell
Fetal_Brain.Erythroblast_Hbb...       COVAR   14594   -0.0041568  -0.00048967      0.10967      0.51512 Fetal_Brain.Erythroblast_Hbb.bh1_high
Fetal_Brain.Erythrocyte_Hbb....       COVAR   14594     0.052936    0.0067168     0.091924      0.28235 Fetal_Brain.Erythrocyte_Hbb.bt_high
Fetal_Brain.Granule_neurons           COVAR   14594     0.042685    0.0041173      0.14362      0.38316 Fetal_Brain.Granule_neurons
Fetal_Brain.Hippocampus_neur...       COVAR   14594     0.056833    0.0052917      0.14382      0.34636 Fetal_Brain.Hippocampus_neurons_Asic4_high
Fetal_Brain.Macrophage                COVAR   14594      0.18899     0.024828      0.12476     0.064923 Fetal_Brain.Macrophage
Fetal_Brain.Microglia                 COVAR   14594      0.20531     0.026211      0.13789     0.068257 Fetal_Brain.Microglia
Fetal_Brain.Neural_progenito...       COVAR   14594     0.064945    0.0059909      0.14586      0.32807 Fetal_Brain.Neural_progenitor_cell
Fetal_Brain.Neuron_Kpna2_high         COVAR   14594      0.02167    0.0022085      0.12785       0.4327 Fetal_Brain.Neuron_Kpna2_high
Fetal_Brain.Neuron_tuba1c_hi...       COVAR   14594     0.043692    0.0045044      0.14275      0.37978 Fetal_Brain.Neuron_tuba1c_high
Fetal_Brain.Postmitotic_neur...       COVAR   14594      0.01331     0.001291      0.14105      0.46241 Fetal_Brain.Postmitotic_neurons_Lhx9_high
Fetal_Brain.Purkinje_cell             COVAR   14594      0.08407    0.0099318      0.10094      0.20246 Fetal_Brain.Purkinje_cell
Fetal_Brain.Pyramidal_neuron...       COVAR   14594   -0.0046305  -0.00045749      0.14284      0.51293 Fetal_Brain.Pyramidal_neuron_cell
Fetal_Brain.Radial_glia_Fabp...       COVAR   14594     0.020922    0.0021067       0.1393      0.44031 Fetal_Brain.Radial_glia_Fabp7_high
Fetal_Brain.Radial_glia_Vim_...       COVAR   14594    0.0024451   0.00023145      0.15988       0.4939 Fetal_Brain.Radial_glia_Vim_high
Fetal_Brain.Schwann_cell              COVAR   14594     0.080039    0.0076513      0.13291      0.27353 Fetal_Brain.Schwann_cell
Fetal_Brain.Stromal_cell              COVAR   14594    -0.037181   -0.0040843      0.14534      0.60095 Fetal_Brain.Stromal_cell
Fetal_Intestine.Acinar_cell           COVAR   14594    -0.038365   -0.0063113     0.096212      0.65496 Fetal_Intestine.Acinar_cell
Fetal_Intestine.Endothelial_...       COVAR   14594     -0.21285    -0.025165      0.12132      0.96031 Fetal_Intestine.Endothelial_cell
Fetal_Intestine.Enteric_musc...       COVAR   14594     -0.20497    -0.021403      0.16565      0.89202 Fetal_Intestine.Enteric_muscle_cell
Fetal_Intestine.Enterocyte_p...1      COVAR   14594     -0.14211    -0.014335      0.18186      0.78271 Fetal_Intestine.Enterocyte_progenitor
Fetal_Intestine.Enterocyte_p...2      COVAR   14594    -0.048324    -0.005262      0.14296      0.63232 Fetal_Intestine.Enterocyte_progenitor_late_Ccnb1_high
Fetal_Intestine.Enterocyte_p...3      COVAR   14594     -0.16178    -0.018848      0.14756      0.86352 Fetal_Intestine.Enterocyte_progenitor_late_Ube2c_high
Fetal_Intestine.Enteroendocr...       COVAR   14594      0.10022     0.012259      0.10531      0.17063 Fetal_Intestine.Enteroendocrine
Fetal_Intestine.Epithelial_c...1      COVAR   14594     0.070877    0.0086405      0.14596      0.31363 Fetal_Intestine.Epithelial_cell_Bex1_high
Fetal_Intestine.Epithelial_c...2      COVAR   14594     0.026279    0.0033685      0.13805      0.42452 Fetal_Intestine.Epithelial_cell_Lgals2_high
Fetal_Intestine.Erythroblast...1      COVAR   14594    -0.031522   -0.0048859     0.078741      0.65554 Fetal_Intestine.Erythroblast_Car2_high
Fetal_Intestine.Erythroblast...2      COVAR   14594     -0.12064    -0.014026       0.1502      0.78907 Fetal_Intestine.Erythroblast_Hbb.bs_high
Fetal_Intestine.Erythroblast...3      COVAR   14594     -0.18751     -0.02322      0.12863      0.92753 Fetal_Intestine.Erythroblast_Hbb.y_high
Fetal_Intestine.Macrophage_L...       COVAR   14594      0.10244     0.012759      0.17388      0.27788 Fetal_Intestine.Macrophage_Lyz2_high
Fetal_Intestine.Macrophage_P...       COVAR   14594      0.31114     0.035385       0.1668     0.031074 Fetal_Intestine.Macrophage_Pf4_high
Fetal_Intestine.Neuronal_cel...       COVAR   14594     -0.07634   -0.0086406       0.1475      0.69762 Fetal_Intestine.Neuronal_cell_Fabp7_high
Fetal_Intestine.Neuronal_Cel...       COVAR   14594     0.011322    0.0013362      0.12904      0.46504 Fetal_Intestine.Neuronal_Cells_Rtn1_high
Fetal_Intestine.Stromal_cell...1      COVAR   14594     -0.23095    -0.023837      0.18085       0.8992 Fetal_Intestine.Stromal_cell_Adamdec1_high
Fetal_Intestine.Stromal_cell...2      COVAR   14594     -0.10315    -0.011236      0.16512      0.73391 Fetal_Intestine.Stromal_cell_Stmn2_high
Fetal_Intestine.Stromal_cell...3      COVAR   14594     -0.15335    -0.015169      0.16938      0.81736 Fetal_Intestine.Stromal_cell_Upk3b_high
Fetal_Intestine.T_cell                COVAR   14594    -0.093051    -0.012102      0.14237      0.74331 Fetal_Intestine.T_cell
Fetal_Kidney.Stromal_cell_Mg...       COVAR   14594     -0.01286   -0.0029399     0.041091      0.62284 Fetal_Kidney.Stromal_cell_Mgp_high
Fetal_Liver.B_cell                    COVAR   14594      0.10127     0.016986     0.080322       0.1037 Fetal_Liver.B_cell
Fetal_Liver.Dendritic_cell            COVAR   14594     0.063744    0.0088681      0.13233      0.31501 Fetal_Liver.Dendritic_cell
Fetal_Liver.Erythroblast_Hba...       COVAR   14594     0.070783    0.0090155     0.096322      0.23122 Fetal_Liver.Erythroblast_Hba.a2_high
Fetal_Liver.Erythroblast_Klf...       COVAR   14594     0.036121    0.0055361     0.095084      0.35202 Fetal_Liver.Erythroblast_Klf1_high
Fetal_Liver.Hepatocyte_Afp_h...       COVAR   14594    -0.087955    -0.012419     0.096252      0.81958 Fetal_Liver.Hepatocyte_Afp_high
Fetal_Liver.Macrophage                COVAR   14594      0.25069     0.034755      0.11528     0.014839 Fetal_Liver.Macrophage
Fetal_Liver.Mast_cell_Mcpt8_...       COVAR   14594    -0.030575   -0.0042324      0.11432      0.60543 Fetal_Liver.Mast_cell_Mcpt8_high
Fetal_Liver.Megakaryocyte             COVAR   14594     0.061453    0.0093384     0.094941      0.25873 Fetal_Liver.Megakaryocyte
Fetal_Liver.Neutrophil_Elane...       COVAR   14594    -0.042635   -0.0060671      0.12117      0.63752 Fetal_Liver.Neutrophil_Elane_high
Fetal_Liver.Neutrophil_Ngp_h...       COVAR   14594   -0.0015149   -0.0002486     0.082675      0.50731 Fetal_Liver.Neutrophil_Ngp_high
Fetal_Liver.Stem_and_progeni...       COVAR   14594    -0.067033   -0.0095169      0.11842      0.71432 Fetal_Liver.Stem_and_progenitor_cell
Fetal_Lung.Epithelial_cell_A...       COVAR   14594     -0.14177    -0.017265      0.14249      0.84011 Fetal_Lung.Epithelial_cell_Aldh1a2_high
Fetal_Lung.Epithelial_cell_S...       COVAR   14594     -0.20213    -0.024516      0.14537       0.9178 Fetal_Lung.Epithelial_cell_Sftpc_high
Fetal_Lung.Erythroblast_Hba....       COVAR   14594     -0.21528    -0.025589      0.14198      0.93527 Fetal_Lung.Erythroblast_Hba.x_high
Fetal_Lung.Erythroblast_Hbb....       COVAR   14594     -0.11215    -0.013638      0.14304      0.78349 Fetal_Lung.Erythroblast_Hbb.bs_high
Fetal_Lung.Erythroblast_Mt2_...       COVAR   14594     0.062456    0.0085509      0.11143      0.28758 Fetal_Lung.Erythroblast_Mt2_high
Fetal_Lung.Erythroblast_Mt2....       COVAR   14594   -0.0022657  -0.00034818     0.098326      0.50919 Fetal_Lung.Erythroblast_Mt2.Mt1_high
Fetal_Lung.Macrophage_Lyz2_h...       COVAR   14594      0.16819      0.02194      0.15152      0.13351 Fetal_Lung.Macrophage_Lyz2_high
Fetal_Lung.Macrophage_Pf4high         COVAR   14594      0.25512     0.030891        0.154     0.048816 Fetal_Lung.Macrophage_Pf4high
Fetal_Lung.Neutrophil_Gm5483...       COVAR   14594     -0.20234    -0.021809      0.14436      0.91947 Fetal_Lung.Neutrophil_Gm5483_high
Fetal_Lung.Neutrophil_S100a8...       COVAR   14594     -0.22077    -0.032119      0.12948       0.9559 Fetal_Lung.Neutrophil_S100a8_high
Fetal_Lung.Smooth_muscle_cell         COVAR   14594      -0.2017     -0.02322      0.15236      0.90721 Fetal_Lung.Smooth_muscle_cell
Fetal_Lung.Stromal_cell_Ankf...       COVAR   14594     -0.24247    -0.026701      0.16296       0.9316 Fetal_Lung.Stromal_cell_Ankfy1_high
Fetal_Lung.Stromal_cell_Ptn_...       COVAR   14594     -0.18697    -0.020453      0.16773      0.86751 Fetal_Lung.Stromal_cell_Ptn_high
Fetal_Stomache.Acinar_cell_C...       COVAR   14594    -0.058518   -0.0072329      0.13623      0.66624 Fetal_Stomache.Acinar_cell_Ctrb1_high
Fetal_Stomache.Acinar_cell_S...       COVAR   14594      -0.1002    -0.011876      0.14712      0.75209 Fetal_Stomache.Acinar_cell_Spp1_high
Fetal_Stomache.Endocrine_cell         COVAR   14594    -0.036172   -0.0035549      0.17285      0.58288 Fetal_Stomache.Endocrine_cell
Fetal_Stomache.Endocrine_pro...       COVAR   14594    -0.044985   -0.0048216      0.13167      0.63369 Fetal_Stomache.Endocrine_progenitor_cell
Fetal_Stomache.Epithelial_ce...       COVAR   14594    -0.099898    -0.010569      0.17837      0.71228 Fetal_Stomache.Epithelial_cell
Fetal_Stomache.Erythroblast_...1      COVAR   14594     -0.02298    -0.002781      0.12432      0.57332 Fetal_Stomache.Erythroblast_Car2_high
Fetal_Stomache.Erythroblast_...2      COVAR   14594    -0.057006   -0.0060979       0.1485      0.64946 Fetal_Stomache.Erythroblast_Hba.x_HIGH
Fetal_Stomache.Erythroblast_...3      COVAR   14594    -0.062532   -0.0059212      0.19721      0.62441 Fetal_Stomache.Erythroblast_Hbb.bs_high
Fetal_Stomache.Erythroblast_...4      COVAR   14594    -0.010348   -0.0014006       0.1136      0.53629 Fetal_Stomache.Erythroblast_Klf1_high
Fetal_Stomache.Erythroblast_...5      COVAR   14594    -0.028609   -0.0032353      0.11885      0.59511 Fetal_Stomache.Erythroblast_Snca_high
Fetal_Stomache.Hepatocyte.Li...       COVAR   14594     0.018886    0.0032433     0.065858      0.38715 Fetal_Stomache.Hepatocyte.Like_Cell
Fetal_Stomache.Immunocyte_Ly...       COVAR   14594      0.10872     0.012408      0.18709      0.28059 Fetal_Stomache.Immunocyte_Lyz2_high
Fetal_Stomache.Macrophage             COVAR   14594      0.25401     0.026631      0.19685      0.09848 Fetal_Stomache.Macrophage
Fetal_Stomache.Mast_cell              COVAR   14594      -0.2968     -0.03358      0.17249      0.95733 Fetal_Stomache.Mast_cell
Fetal_Stomache.Muscle_cell            COVAR   14594     -0.15862     -0.01539      0.17592      0.81636 Fetal_Stomache.Muscle_cell
Fetal_Stomache.Neuron                 COVAR   14594    -0.091138   -0.0093363      0.14646      0.73311 Fetal_Stomache.Neuron
Fetal_Stomache.Neutrophil             COVAR   14594    -0.084979    -0.010247       0.1252      0.75135 Fetal_Stomache.Neutrophil
Fetal_Stomache.Progenitor_ce...       COVAR   14594     -0.36854    -0.034866      0.19367      0.97147 Fetal_Stomache.Progenitor_cell
Fetal_Stomache.Stomach_cell_...       COVAR   14594     -0.22425    -0.021361      0.18347       0.8892 Fetal_Stomache.Stomach_cell_Kazald1_high
Fetal_Stomache.Stromal_cell_...1      COVAR   14594     -0.28833    -0.026783      0.20031      0.92497 Fetal_Stomache.Stromal_cell_Cdkn1c_high
Fetal_Stomache.Stromal_cell_...2      COVAR   14594     -0.18457    -0.018111      0.19124      0.83275 Fetal_Stomache.Stromal_cell_Dcn_high
Placenta.B_cell                       COVAR   14594    -0.013031   -0.0022119     0.052067      0.59881 Placenta.B_cell
Placenta.Basophil                     COVAR   14594      -0.1234    -0.013504      0.11836      0.85142 Placenta.Basophil
Placenta.Decidual_stromal_ce...       COVAR   14594    -0.053103   -0.0084549     0.090575      0.72115 Placenta.Decidual_stromal_cell
Placenta.Dendritic_cell               COVAR   14594      0.27376     0.027109      0.16446     0.048001 Placenta.Dendritic_cell
Placenta.Endodermal_cell_Afp...       COVAR   14594     0.046143    0.0078058     0.082105      0.28706 Placenta.Endodermal_cell_Afp_high
